,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
81,4,13261,3,0,1850000.0,1,85,48,3.3,3206.0,3.0,2.0,0.0,128.0,133.0,1890.0,Port Phillip,-37.8452,144.9488,5,3280.0
82,4,8386,2,0,1436000.0,1,192,48,3.3,3206.0,2.0,1.0,0.0,130.0,81.0,1900.0,Port Phillip,-37.8431,144.9565,5,3280.0
83,4,12155,2,0,1110000.0,1,135,51,3.3,3206.0,1.0,1.0,0.0,147.0,,1900.0,Port Phillip,-37.8444,144.9484,5,3280.0
84,4,10484,2,0,1550000.0,1,219,52,3.3,3206.0,2.0,1.0,1.0,167.0,,,Port Phillip,-37.8405,144.9521,5,3280.0
85,4,1286,4,0,2300000.0,1,135,52,3.3,3206.0,4.0,2.0,1.0,153.0,180.0,1880.0,Port Phillip,-37.8447,144.9523,5,3280.0
86,4,9758,3,1,1550000.0,4,135,53,3.3,3206.0,3.0,2.0,2.0,718.0,,,Port Phillip,-37.8443,144.9598,5,3280.0
87,4,151,3,0,1800000.0,4,85,53,3.3,3206.0,3.0,2.0,1.0,132.0,159.0,1996.0,Port Phillip,-37.8415,144.952,5,3280.0
88,4,6504,2,0,2120000.0,1,85,1,3.3,3206.0,2.0,1.0,1.0,199.0,107.0,1900.0,Port Phillip,-37.8422,144.9554,5,3280.0
89,4,6750,3,0,1800000.0,4,41,1,3.3,3206.0,3.0,1.0,1.0,253.0,,,Port Phillip,-37.8443,144.9579,5,3280.0
90,4,5821,3,0,1800000.0,1,135,1,3.3,3206.0,3.0,2.0,1.0,90.0,122.0,1900.0,Port Phillip,-37.8421,144.9571,5,3280.0
91,4,9360,2,0,1810000.0,0,85,2,3.3,3206.0,2.0,1.0,0.0,240.0,,,Port Phillip,-37.8379,144.9539,5,3280.0
92,4,4149,3,0,2615000.0,1,41,2,3.3,3206.0,3.0,2.0,1.0,177.0,181.0,1880.0,Port Phillip,-37.8415,144.9585,5,3280.0
93,4,5645,5,0,2100000.0,1,85,2,3.3,3206.0,5.0,2.0,1.0,237.0,,,Port Phillip,-37.8436,144.9557,5,3280.0
94,4,7552,3,0,1300000.0,1,260,2,3.3,3206.0,3.0,1.0,0.0,129.0,,,Port Phillip,-37.8422,144.94899999999996,5,3280.0
95,4,9755,3,0,1370000.0,1,85,5,3.3,3206.0,3.0,2.0,2.0,0.0,85.0,2000.0,Port Phillip,-37.8451,144.9511,5,3280.0
96,4,11200,2,0,1000000.0,1,41,7,3.3,3206.0,2.0,1.0,0.0,288.0,,,Port Phillip,-37.8407,144.9523,5,3280.0
97,4,11974,3,0,2575000.0,1,85,12,3.3,3206.0,3.0,2.0,1.0,228.0,,,Port Phillip,-37.8445,144.9501,5,3280.0
98,4,11439,2,0,1322500.0,1,85,12,3.3,3206.0,2.0,1.0,0.0,149.0,98.0,1890.0,Port Phillip,-37.8443,144.9481,5,3280.0
99,4,8106,2,0,1562500.0,1,85,12,3.3,3206.0,2.0,1.0,0.0,141.0,83.0,1890.0,Port Phillip,-37.8424,144.9562,5,3280.0
100,4,12811,3,0,2000000.0,4,192,13,3.3,3206.0,3.0,2.0,1.0,211.0,147.0,1900.0,Port Phillip,-37.847,144.9575,5,3280.0
101,4,2203,3,0,1900000.0,1,85,18,3.3,3206.0,3.0,1.0,0.0,209.0,,1900.0,Port Phillip,-37.8468,144.9546,5,3280.0
102,4,13326,3,0,3010000.0,1,85,18,3.3,3206.0,3.0,2.0,0.0,147.0,146.0,1890.0,Port Phillip,-37.8473,144.9551,5,3280.0
103,4,10583,4,0,2800000.0,4,41,19,3.3,3206.0,4.0,3.0,1.0,327.0,254.0,1910.0,Port Phillip,-37.8467,144.9475,5,3280.0
104,4,1121,2,2,647000.0,1,85,24,3.3,3206.0,2.0,1.0,1.0,0.0,,,Port Phillip,-37.846,144.9542,5,3280.0
105,4,10567,3,0,2100000.0,3,135,27,3.3,3206.0,2.0,1.0,1.0,120.0,123.0,1900.0,Port Phillip,-37.8427,144.9546,5,3280.0
106,4,9727,3,0,2000000.0,0,135,30,3.3,3206.0,3.0,1.0,1.0,238.0,131.0,1890.0,Port Phillip,-37.8461,144.9528,5,3280.0
107,4,2434,1,2,442500.0,1,135,31,3.3,3206.0,1.0,1.0,0.0,0.0,34.0,1970.0,Port Phillip,-37.8421,144.9517,5,3280.0
108,4,1775,4,0,4735000.0,1,135,31,3.3,3206.0,4.0,2.0,1.0,330.0,207.0,1910.0,Port Phillip,-37.8477,144.9558,5,3280.0
109,4,7667,2,0,1340000.0,1,85,31,3.3,3206.0,2.0,1.0,0.0,136.0,,,Port Phillip,-37.846,144.9517,5,3280.0
110,4,7904,3,0,1801000.0,1,260,31,3.3,3206.0,3.0,1.0,1.0,202.0,,,Port Phillip,-37.8429,144.9493,5,3280.0
111,4,6636,3,0,1532000.0,1,46,32,3.3,3206.0,3.0,3.0,1.0,0.0,,,Port Phillip,-37.8415,144.9585,5,3280.0
112,4,5468,3,0,3755000.0,1,85,32,3.3,3206.0,3.0,2.0,2.0,325.0,,,Port Phillip,-37.8413,144.95,5,3280.0
113,4,6225,4,0,2140000.0,1,85,35,3.3,3206.0,3.0,2.0,1.0,183.0,145.0,1880.0,Port Phillip,-37.8434,144.9495,5,3280.0
114,4,9370,2,0,1750000.0,1,135,36,3.3,3206.0,2.0,1.0,1.0,162.0,,,Port Phillip,-37.8416,144.9488,5,3280.0
115,4,10807,2,0,980000.0,1,85,38,3.3,3206.0,2.0,1.0,0.0,79.0,68.0,1890.0,Port Phillip,-37.8387,144.9519,5,3280.0
116,4,5595,3,0,2030000.0,1,260,39,3.3,3206.0,3.0,2.0,0.0,152.0,,,Port Phillip,-37.8488,144.9551,5,3280.0
117,4,3504,3,0,1740000.0,0,135,39,3.3,3206.0,3.0,2.0,2.0,147.0,134.0,1890.0,Port Phillip,-37.8448,144.9453,5,3280.0
118,4,12116,3,0,2800000.0,4,32,46,3.3,3206.0,3.0,3.0,1.0,0.0,,,Port Phillip,-37.8399,144.9577,5,3280.0
119,4,12946,1,0,985000.0,1,135,46,3.3,3206.0,1.0,1.0,0.0,81.0,54.0,1900.0,Port Phillip,-37.8411,144.9497,5,3280.0
120,6,10968,4,0,2000000.0,1,27,43,6.4,3078.0,3.0,2.0,4.0,853.0,263.0,1930.0,Darebin,-37.7707,145.0318,2,2211.0
121,6,10168,3,0,1110000.0,1,106,43,6.4,3078.0,3.0,2.0,2.0,208.0,,2013.0,Yarra,-37.7854,145.0325,2,2211.0
122,6,2516,3,0,1492000.0,1,106,48,6.4,3078.0,3.0,2.0,2.0,411.0,,,Darebin,-37.7713,145.0279,2,2211.0
123,6,9400,4,0,1717500.0,1,49,56,6.4,3078.0,4.0,2.0,1.0,599.0,203.0,1925.0,Darebin,-37.7717,145.031,2,2211.0
124,6,12737,5,0,2840000.0,1,155,5,6.4,3078.0,5.0,4.0,4.0,809.0,165.0,1910.0,Darebin,-37.775,145.0268,2,2211.0
125,6,7022,2,2,525500.0,1,146,7,6.4,3078.0,2.0,1.0,1.0,88.0,60.0,1960.0,Darebin,-37.7791,145.0306,2,2211.0
126,6,8745,2,1,805000.0,1,146,7,6.4,3078.0,2.0,2.0,3.0,155.0,140.0,2004.0,Darebin,-37.7804,145.0308,2,2211.0
127,6,4776,2,2,465000.0,1,140,7,6.4,3078.0,2.0,1.0,1.0,0.0,,,Darebin,-37.7773,145.0314,2,2211.0
128,6,12704,3,0,2000000.0,0,260,12,6.4,3078.0,3.0,3.0,2.0,686.0,,,Darebin,-37.78,145.0341,2,2211.0
129,6,9391,3,0,1540000.0,1,155,13,6.4,3078.0,3.0,1.0,2.0,592.0,,,Darebin,-37.7755,145.0288,2,2211.0
130,6,7326,2,2,820000.0,1,155,18,6.4,3078.0,2.0,1.0,1.0,183.0,,,Darebin,-37.7747,145.0264,2,2211.0
131,6,943,4,0,1830000.0,1,155,21,6.4,3078.0,4.0,2.0,2.0,606.0,112.0,1970.0,Darebin,-37.7743,145.0316,2,2211.0
132,6,8224,4,0,2100000.0,1,155,21,6.4,3078.0,4.0,2.0,2.0,575.0,271.0,2008.0,Darebin,-37.7723,145.0319,2,2211.0
133,6,6641,3,0,865000.0,3,260,24,6.4,3078.0,3.0,1.0,1.0,180.0,131.0,2010.0,Darebin,-37.7802,145.0243,2,2211.0
134,6,10156,2,2,390000.0,4,155,24,6.4,3078.0,2.0,1.0,1.0,0.0,60.0,1960.0,Darebin,-37.7773,145.0314,2,2211.0
135,6,11948,2,1,650000.0,3,27,30,6.4,3078.0,0.0,1.0,0.0,0.0,,,Yarra,-37.7848,145.025,2,2211.0
136,6,340,2,2,512000.0,1,127,31,6.4,3078.0,2.0,1.0,1.0,0.0,61.0,1965.0,Darebin,-37.7805,145.0262,2,2211.0
137,6,5491,3,0,1165000.0,1,16,35,6.4,3078.0,3.0,1.0,2.0,979.0,,,Yarra,-37.7792,145.029,2,2211.0
138,6,1544,4,0,1900000.0,3,140,36,6.4,3078.0,4.0,2.0,2.0,556.0,272.0,1930.0,Yarra,-37.7844,145.0225,2,2211.0
139,6,10926,3,0,1485000.0,3,140,39,6.4,3078.0,3.0,0.0,0.0,597.0,,,Darebin,-37.7781,145.0284,2,2211.0
140,6,9243,4,0,1950000.0,1,106,46,6.4,3078.0,4.0,2.0,3.0,589.0,210.0,1920.0,Darebin,-37.7719,145.0309,2,2211.0
141,7,3119,3,0,520000.0,4,85,43,13.8,3018.0,3.0,2.0,1.0,352.0,242.0,2015.0,Hobsons Bay,-37.87,144.825,6,5301.0
142,7,10710,5,0,1525000.0,1,85,45,13.8,3018.0,5.0,3.0,3.0,729.0,268.0,2005.0,Hobsons Bay,-37.8721,144.8105,6,5301.0
143,7,305,2,1,720000.0,1,260,47,13.8,3018.0,2.0,1.0,2.0,292.0,125.0,2013.0,Hobsons Bay,-37.8687,144.8197,6,5301.0
144,7,8438,3,0,1120000.0,1,15,48,13.8,3018.0,3.0,1.0,2.0,506.0,120.0,1930.0,Hobsons Bay,-37.8693,144.8375,6,5301.0
145,7,5056,4,0,780000.0,0,222,49,13.8,3018.0,4.0,1.0,4.0,655.0,,,Hobsons Bay,-37.868,144.8154,6,5301.0
146,7,6551,4,0,1780000.0,3,85,49,13.8,3018.0,4.0,3.0,6.0,1057.0,220.0,1962.0,Hobsons Bay,-37.8681,144.819,6,5301.0
147,7,409,3,2,630000.0,1,15,51,13.8,3018.0,2.0,1.0,2.0,311.0,94.0,1955.0,Hobsons Bay,-37.8702,144.8143,6,5301.0
148,7,10124,2,2,406000.0,3,260,51,13.8,3018.0,2.0,1.0,1.0,65.0,,,Hobsons Bay,-37.8693,144.8171,6,5301.0
149,7,3104,3,0,660000.0,4,85,52,13.8,3018.0,3.0,1.0,1.0,602.0,123.0,1955.0,Hobsons Bay,-37.8616,144.8116,6,5301.0
150,7,1529,3,0,683500.0,1,85,53,13.8,3018.0,3.0,1.0,1.0,530.0,,,Hobsons Bay,-37.8594,144.817,6,5301.0
151,7,327,2,2,580000.0,1,15,56,13.8,3018.0,2.0,1.0,1.0,225.0,93.0,1988.0,Hobsons Bay,-37.8696,144.827,6,5301.0
152,7,3596,3,0,1335000.0,1,260,56,13.8,3018.0,3.0,1.0,4.0,777.0,22.0,1953.0,Hobsons Bay,-37.8697,144.8249,6,5301.0
153,7,546,3,1,800000.0,3,260,56,13.8,3018.0,3.0,2.0,2.0,280.0,,1997.0,Hobsons Bay,-37.8734,144.8143,6,5301.0
154,7,7082,2,2,510000.0,1,239,1,13.8,3018.0,2.0,1.0,1.0,127.0,76.0,1990.0,Hobsons Bay,-37.8686,144.8182,6,5301.0
155,7,6198,4,0,1070000.0,1,15,1,13.8,3018.0,4.0,2.0,2.0,695.0,,,Hobsons Bay,-37.8733,144.8147,6,5301.0
156,7,8889,2,2,425000.0,1,260,1,13.8,3018.0,2.0,1.0,2.0,115.0,57.0,1980.0,Hobsons Bay,-37.871,144.8185,6,5301.0
157,7,818,3,2,605000.0,1,104,2,13.8,3018.0,3.0,2.0,2.0,230.0,,,Hobsons Bay,-37.8646,144.827,6,5301.0
158,7,4060,3,1,705000.0,1,260,3,13.8,3018.0,3.0,2.0,2.0,197.0,152.0,,Hobsons Bay,-37.8579,144.8181,6,5301.0
159,7,8820,2,2,391000.0,3,85,3,13.8,3018.0,2.0,1.0,1.0,0.0,65.0,1965.0,Hobsons Bay,-37.8678,144.8384,6,5301.0
160,7,1721,2,2,440000.0,3,260,3,13.8,3018.0,2.0,1.0,1.0,0.0,,,Hobsons Bay,-37.8659,144.83100000000005,6,5301.0
161,7,5879,4,0,845000.0,1,260,3,13.8,3018.0,4.0,1.0,2.0,745.0,130.0,1950.0,Hobsons Bay,-37.8658,144.8155,6,5301.0
162,7,373,3,1,743000.0,3,86,7,13.8,3018.0,3.0,2.0,2.0,211.0,176.0,,Hobsons Bay,-37.8698,144.816,6,5301.0
163,7,8903,3,2,730000.0,3,15,9,13.8,3018.0,3.0,2.0,1.0,69.0,141.0,2014.0,Hobsons Bay,-37.868,144.8286,6,5301.0
164,7,3353,3,0,635000.0,1,222,10,13.8,3018.0,3.0,1.0,4.0,625.0,,1960.0,Hobsons Bay,-37.8611,144.8114,6,5301.0
165,7,7077,2,2,620000.0,3,260,10,13.8,3018.0,2.0,1.0,1.0,168.0,,,Hobsons Bay,-37.8676,144.8202,6,5301.0
166,7,7195,2,2,447000.0,1,31,12,13.8,3018.0,2.0,1.0,1.0,137.0,77.0,1990.0,Hobsons Bay,-37.8655,144.8299,6,5301.0
167,7,785,3,2,730000.0,3,15,13,13.8,3018.0,3.0,2.0,1.0,70.0,,,Hobsons Bay,-37.868,144.8287,6,5301.0
168,7,5460,3,0,678000.0,1,260,13,13.8,3018.0,3.0,1.0,2.0,606.0,87.0,1950.0,Hobsons Bay,-37.8608,144.8124,6,5301.0
169,7,10193,2,2,580000.0,0,23,14,13.8,3018.0,2.0,2.0,1.0,175.0,76.0,2013.0,Hobsons Bay,-37.8687,144.8268,6,5301.0
170,7,564,3,0,712000.0,1,260,17,13.8,3018.0,3.0,1.0,2.0,363.0,,,Hobsons Bay,-37.8674,144.8375,6,5301.0
171,7,6276,3,0,840000.0,3,85,18,13.8,3018.0,3.0,2.0,2.0,534.0,136.0,1965.0,Hobsons Bay,-37.86,144.8245,6,5301.0
172,7,8443,3,0,980000.0,1,15,21,13.8,3018.0,3.0,1.0,2.0,724.0,,,Hobsons Bay,-37.8672,144.817,6,5301.0
173,7,1985,3,1,605100.0,1,260,24,13.8,3018.0,3.0,2.0,0.0,265.0,,,Hobsons Bay,-37.8583,144.8172,6,5301.0
174,7,3829,3,0,880000.0,0,15,26,13.8,3018.0,3.0,3.0,1.0,577.0,,,Hobsons Bay,-37.8699,144.8235,6,5301.0
